개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3250000,202632500000800376,부산광역시 중구청,부산광역시 중구 동영로10번길 4,부산광역시 중구 동영로10번길 4,생활방범,1,200,360도 전방면,30,201411,051-600-4171,35.1079,129.03352,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800377,부산광역시 중구청,부산광역시 중구 보수대로36번길 5-1,부산광역시 중구 보수대로36번길 5-1,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10052,129.02442,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800374,부산광역시 중구청,부산광역시 중구 대청로99번길 14-1,부산광역시 중구 대청로99번길 14-1,생활방범,1,200,360도 전방면,30,201411,051-600-4171,35.1041,129.03075,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800378,부산광역시 중구청,부산광역시 중구 초량중로6번길 13,부산광역시 중구 초량중로6번길 13,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.11257,129.03687,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800379,부산광역시 중구청,부산광역시 중구 광복로18번길 10,부산광역시 중구 광복로18번길 10,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.0988,129.02685,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800380,부산광역시 중구청,부산광역시 중구 샘길12,부산광역시 중구 샘길12,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10653,129.03285,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800391,부산광역시 중구청,부산광역시 중구 중구로75번길 22,부산광역시 중구 중구로75번길 22,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10411,129.0281,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800395,부산광역시 중구청,부산광역시 중구 중앙대로29번길 8,부산광역시 중구 중앙대로29번길 8,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10023,129.03572,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800396,부산광역시 중구청,부산광역시 중구 중구로53번길 13,부산광역시 중구 중구로53번길 13,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10264,129.02651,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800393,부산광역시 중구청,부산광역시 중구 중구로62번길 6,부산광역시 중구 중구로62번길 6,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10339,129.02877,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800397,부산광역시 중구청,부산광역시 중구 망양로319번길 26,부산광역시 중구 망양로319번길 26,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10651,129.0268,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800394,부산광역시 중구청,부산광역시 중구 중구로97번길 5,부산광역시 중구 중구로97번길 5,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10562,129.03105,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800392,부산광역시 중구청,부산광역시 중구 중구로148번길 12-8,부산광역시 중구 중구로148번길 12-8,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10779,129.03463,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800018,부산광역시 중구청,부산광역시 중구 대청로126번길 26,부산광역시 중구 대청로126번길 26,쓰레기단속,1,200,360도 전방면,30,202005,051-600-4434,35.1007,129.03422,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800019,부산광역시 중구청,부산광역시 중구 흑교로78번길 17,부산광역시 중구 흑교로78번길 17,쓰레기단속,2,200,360도 전방면,30,202005,051-600-4434,35.10625,129.02529,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800023,부산광역시 중구청,부산광역시 중구 임소길 10,부산광역시 중구 임소길 10,쓰레기단속,2,200,360도 전방면,30,202005,051-600-4434,35.11187,129.0336,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800024,부산광역시 중구청,부산광역시 중구 영주동 205-4,부산광역시 중구 영주동 205-4,교통단속,4,200,360도 전방면,30,202009,051-600-4564,35.11224,129.02802,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800020,부산광역시 중구청,부산광역시 중구 동광길 53,부산광역시 중구 동광길 53,쓰레기단속,1,200,360도 전방면,30,202009,051-600-4434,35.10518,129.03465,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800021,부산광역시 중구청,부산광역시 중구 동영로 61-1,부산광역시 중구 동영로 61-1,쓰레기단속,2,200,360도 전방면,30,202009,051-600-4434,35.11063,129.03184,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800022,부산광역시 중구청,부산광역시 중구 영주로 69,부산광역시 중구 영주로 69,쓰레기단속,1,200,360도 전방면,30,202005,051-600-4434,35.11341,129.03011,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800025,부산광역시 중구청,부산광역시 중구 구덕로 86,부산광역시 중구 구덕로 86,교통단속,4,200,360도 전방면,30,202009,051-600-4564,35.0974,129.02635,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800026,부산광역시 중구청,부산광역시 중구 자갈치로 26,부산광역시 중구 자갈치로 26,교통단속,4,200,360도 전방면,30,202009,051-600-4564,35.09662,129.02697,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800027,부산광역시 중구청,부산광역시 중구 동영로 87-1,부산광역시 중구 동영로 87-1,교통단속,1,200,360도 전방면,30,202005,051-600-4564,35.1129,129.03172,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800028,부산광역시 중구청,부산광역시 중구 구덕로 13-1,부산광역시 중구 구덕로 13-1,교통단속,1,200,360도 전방면,30,202005,051-600-4564,35.09761,129.03412,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800029,부산광역시 중구청,부산광역시 중구 광복중앙로 31,부산광역시 중구 광복중앙로 31,교통단속,1,200,360도 전방면,30,202006,051-600-4564,35.10233,129.03085,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800030,부산광역시 중구청,부산광역시 중구 보수대로 22,부산광역시 중구 보수대로 22,교통단속,1,200,360도 전방면,30,202001,051-600-4564,35.0989,129.02512,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800031,부산광역시 중구청,부산광역시 중구 자갈치로59번길 1,부산광역시 중구 자갈치로59번길 1,교통단속,1,200,360도 전방면,30,202004,051-600-4564,35.09748,129.03069,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800032,부산광역시 중구청,부산광역시 중구 대청로 52,부산광역시 중구 대청로 52,교통단속,1,200,360도 전방면,30,202004,051-600-4564,35.10302,129.02536,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800033,부산광역시 중구청,부산광역시 중구 구덕로 73,부산광역시 중구 구덕로 73,교통단속,1,200,360도 전방면,30,202004,051-600-4564,35.0975,129.02792,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800034,부산광역시 중구청,부산광역시 중구 대청로 112,부산광역시 중구 대청로 112,교통단속,1,200,360도 전방면,30,202006,051-600-4564,35.10274,129.03178,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800035,부산광역시 중구청,부산광역시 중구 중구로 42,부산광역시 중구 중구로 42,교통단속,1,200,360도 전방면,30,202006,051-600-4564,35.10159,129.02795,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800036,부산광역시 중구청,부산광역시 중구 중구로 61,부산광역시 중구 중구로 61,교통단속,1,800,360도 전방면,30,202001,051-600-4564,35.10299,129.02795,2026-05-07,U,2026-05-19 03:03:03,2026-05-18 10:53:40
3250000,202632500000800037,부산광역시 중구청,부산광역시 중구 흑교로 16-1,부산광역시 중구 흑교로 16-1,교통단속,1,800,360도 전방면,30,202009,051-600-4564,35.10089,129.0252,2026-05-07,U,2026-05-19 03:03:03,2026-05-18 10:52:30
3250000,202632500000800420,부산광역시 중구청,부산광역시 중구 배수지길 22,부산광역시 중구 배수지길 22,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.11383,129.03494,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800421,부산광역시 중구청,부산광역시 중구 중구로156번길 7,부산광역시 중구 중구로156번길 7,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10921,129.03613,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800422,부산광역시 중구청,부산광역시 중구 대영로226번안길 10,부산광역시 중구 대영로226번안길 10,생활방범,4,200,360도 전방면,30,201212,051-600-4171,35.11026,129.03583,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800423,부산광역시 중구청,부산광역시 중구 망양로307번길 3-2,부산광역시 중구 망양로307번길 3-2,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10576,129.02799,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800424,부산광역시 중구청,부산광역시 중구 대영로242번안길 3-8,부산광역시 중구 대영로242번안길 3-8,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.11033,129.03635,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800425,부산광역시 중구청,부산광역시 중구 법수길 71,부산광역시 중구 법수길 71,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10687,129.02488,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800427,부산광역시 중구청,부산광역시 중구 중구로 150-34,부산광역시 중구 중구로 150-34,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10809,129.0354,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800428,부산광역시 중구청,부산광역시 중구 보동길 1,부산광역시 중구 보동길 1,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10419,129.02722,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800432,부산광역시 중구청,부산광역시 중구 망양로 371-7,부산광역시 중구 망양로 371-7,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10976,129.03,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800429,부산광역시 중구청,부산광역시 중구 광복로35번길 23,부산광역시 중구 광복로35번길 23,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.10138,129.02877,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800430,부산광역시 중구청,부산광역시 중구 초량중로5번길 1,부산광역시 중구 초량중로5번길 1,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.11261,129.03605,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800431,부산광역시 중구청,부산광역시 중구 광복로18번길 5-1,부산광역시 중구 광복로18번길 5-1,생활방범,1,200,360도 전방면,30,201212,051-600-4171,35.09895,129.02717,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:49
3250000,202632500000800344,부산광역시 중구청,부산광역시 중구 동영로13번길 1-1,부산광역시 중구 동영로13번길 1-1,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10837,129.03369,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800345,부산광역시 중구청,부산광역시 중구 동영로10번길 16,부산광역시 중구 동영로10번길 16,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10827,129.03408,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800340,부산광역시 중구청,부산광역시 중구 중구로111번길 8,부산광역시 중구 중구로111번길 8,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10645,129.03117,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800341,부산광역시 중구청,부산광역시 중구 대청북길 26,부산광역시 중구 대청북길 26,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10593,129.02994,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800400,부산광역시 중구청,부산광역시 중구 대영로 224,부산광역시 중구 대영로 224,생활방범,3,200,360도 전방면,30,201312,051-600-4171,35.11197,129.03537,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800342,부산광역시 중구청,부산광역시 중구 복병산길6번길 15-1,부산광역시 중구 복병산길6번길 15-1,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10327,129.03366,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800343,부산광역시 중구청,부산광역시 중구 망양로 325,부산광역시 중구 망양로 325,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10682,129.02939,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800401,부산광역시 중구청,부산광역시 중구 흑교로31번길 21-2,부산광역시 중구 흑교로31번길 21-2,생활방범,1,200,360도 전방면,30,201312,051-600-4171,35.10236,129.02272,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800278,부산광역시 중구청,부산광역시 중구 중구로 46,부산광역시 중구 중구로 46,생활방범,1,200,360도 전방면,30,201903,051-600-4171,35.10214,129.02795,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800279,부산광역시 중구청,부산광역시 중구  부평1길 59,부산광역시 중구  부평1길 59,생활방범,1,200,360도 전방면,30,201902,051-600-4171,35.1023,129.02585,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800280,부산광역시 중구청,부산광역시 중구 대청로 141번길 18-3,부산광역시 중구 대청로 141번길 18-3,생활방범,3,200,360도 전방면,30,201901,051-600-4171,35.10393,129.03519,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800281,부산광역시 중구청,부산광역시 중구 흑교로 81번길 4,부산광역시 중구 흑교로 81번길 4,생활방범,1,200,360도 전방면,30,201812,051-600-4171,35.10649,129.0231,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800274,부산광역시 중구청,부산광역시 중구 보수대로124번길 25-2,부산광역시 중구 보수대로124번길 25-2,생활방범,3,200,360도 전방면,30,201907,051-600-4171,35.10563,129.02287,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800275,부산광역시 중구청,부산광역시 중구 용두산길 37-18,부산광역시 중구 용두산길 37-18,생활방범,1,200,360도 전방면,30,201907,051-600-4171,35.09967,129.03349,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800287,부산광역시 중구청,부산광역시 중구 보수대로124번길49,부산광역시 중구 보수대로124번길49,생활방범,1,200,360도 전방면,30,201712,051-600-4171,35.10489,129.0235,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800282,부산광역시 중구청,부산광역시 중구 광복로 6-1,부산광역시 중구 광복로 6-1,생활방범,1,200,360도 전방면,30,201811,051-600-4171,35.09954,129.02577,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800283,부산광역시 중구청,부산광역시 중구 중구로 148,부산광역시 중구 중구로 148,생활방범,1,200,360도 전방면,30,201810,051-600-4171,35.10839,129.03512,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800284,부산광역시 중구청,부산광역시 중구 망양로 369,부산광역시 중구 망양로 369,생활방범,2,200,360도 전방면,30,201809,051-600-4171,35.10948,129.03061,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800285,부산광역시 중구청,부산광역시 중구 대청북길16번길8,부산광역시 중구 대청북길16번길8,생활방범,3,200,360도 전방면,30,201808,051-600-4171,35.10548,129.02987,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800286,부산광역시 중구청,부산광역시 중구 보수대로 144번길 20-4,부산광역시 중구 보수대로 144번길 20-4,생활방범,1,200,360도 전방면,30,201801,051-600-4171,35.10847,129.02478,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800328,부산광역시 중구청,부산광역시 중구 흑교로25번길 30,부산광역시 중구 흑교로25번길 30,생활방범,4,200,360도 전방면,30,201512,051-600-4171,35.10202,129.022,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800329,부산광역시 중구청,부산광역시 중구 충장대로5번길 8,부산광역시 중구 충장대로5번길 8,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.1059,129.03701,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800330,부산광역시 중구청,부산광역시 중구 동영로22번길 27,부산광역시 중구 동영로22번길 27,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10968,129.03407,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800331,부산광역시 중구청,부산광역시 중구 영초길 4,부산광역시 중구 영초길 4,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.1114,129.03078,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800332,부산광역시 중구청,부산광역시 중구 중구로34번길 18-1,부산광역시 중구 중구로34번길 18-1,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10078,129.02981,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800335,부산광역시 중구청,부산광역시 중구 보동길 118,부산광역시 중구 보동길 118,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10767,129.02401,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800336,부산광역시 중구청,부산광역시 중구 흑교로46번길 9,부산광역시 중구 흑교로46번길 9,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.1036,129.02579,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800337,부산광역시 중구청,부산광역시 중구 보수북길 53,부산광역시 중구 보수북길 53,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10796,129.025,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800338,부산광역시 중구청,부산광역시 중구 고가길 47-11,부산광역시 중구 고가길 47-11,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10426,129.02688,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800339,부산광역시 중구청,부산광역시 중구 복병산길3번길 7-1,부산광역시 중구 복병산길3번길 7-1,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.10365,129.03116,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800321,부산광역시 중구청,부산광역시 중구 대교로 140,부산광역시 중구 대교로 140,생활방범,1,200,360도 전방면,30,201612,051-600-4171,35.1024,129.03799,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800322,부산광역시 중구청,부산광역시 중구 중앙대로30번길 8,부산광역시 중구 중앙대로30번길 8,생활방범,1,200,360도 전방면,30,201612,051-600-4171,35.09965,129.03727,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800323,부산광역시 중구청,부산광역시 중구 해관로 6,부산광역시 중구 해관로 6,생활방범,1,200,360도 전방면,30,201612,051-600-4171,35.09929,129.0359,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800324,부산광역시 중구청,부산광역시 중구 영주로 34,부산광역시 중구 영주로 34,생활방범,1,200,360도 전방면,30,201512,051-600-4171,35.11016,129.03089,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800276,부산광역시 중구청,부산광역시 중구 대교로 116,부산광역시 중구 대교로 116,생활방범,1,200,360도 전방면,30,201809,051-600-4171,35.10038,129.03787,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800272,부산광역시 중구청,부산광역시 중구 대청로 22,부산광역시 중구 대청로 22,생활방범,4,200,360도 전방면,30,202009,051-600-4171,35.10279,129.02208,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800273,부산광역시 중구청,부산광역시 중구 용미길10번길 11,부산광역시 중구 용미길10번길 11,생활방범,3,200,360도 전방면,30,201907,051-600-4171,35.09723,129.03373,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800271,부산광역시 중구청,부산광역시 중구 동영로86번길 12,부산광역시 중구 동영로86번길 12,생활방범,2,200,360도 전방면,30,202009,051-600-4171,35.11249,129.03316,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800277,부산광역시 중구청,부산광역시 중구  흑교로35번길 7,부산광역시 중구  흑교로35번길 7,생활방범,1,200,360도 전방면,30,201904,051-600-4171,35.10262,129.02456,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:48
3250000,202632500000800040,부산광역시 중구청,부산광역시 중구 대영로216,부산광역시 중구 대영로216,교통단속,1,200,360도 전방면,30,202009,051-600-4564,35.11202,129.03412,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800041,부산광역시 중구청,부산광역시 중구 동광동5가 12-11,부산광역시 중구 동광동5가 12-11,교통단속,1,200,360도 전방면,30,202012,051-600-4564,35.10777,129.03313,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800038,부산광역시 중구청,부산광역시 중구 중구로 16-1,부산광역시 중구 중구로 16-1,교통단속,1,800,360도 전방면,30,202009,051-600-4564,35.09934,129.02791,2026-05-07,U,2026-05-19 03:03:03,2026-05-18 10:52:18
3250000,202632500000800039,부산광역시 중구청,부산광역시 중구 용미길10번길 1,부산광역시 중구 용미길10번길 1,교통단속,1,200,360도 전방면,30,202009,051-600-4564,35.09681,129.03451,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800042,부산광역시 중구청,부산광역시 중구 충장대로13번길 9,부산광역시 중구 충장대로13번길 9,교통단속,4,200,360도 전방면,30,202012,051-600-4564,35.10638,129.03752,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800046,부산광역시 중구청,부산광역시 중구 구덕로 46,부산광역시 중구 구덕로 46,교통단속,5,200,360도 전방면,30,202109,051-600-4564,35.09841,129.03061,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800044,부산광역시 중구청,부산광역시 중구 구덕로 4-1,부산광역시 중구 구덕로 4-1,교통단속,4,200,360도 전방면,30,202109,051-600-4564,35.09814,129.03488,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800045,부산광역시 중구청,부산광역시 중구 중앙대로 22,부산광역시 중구 중앙대로 22,교통단속,1,200,360도 전방면,30,202109,051-600-4564,35.10021,129.03674,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800043,부산광역시 중구청,부산광역시 중구 중앙대로81번길 7,부산광역시 중구 중앙대로81번길 7,교통단속,4,200,360도 전방면,30,202109,051-600-4564,35.10497,129.03547,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:46
3250000,202632500000800101,부산광역시 중구청,부산광역시 중구 영주로 37,부산광역시 중구 영주로 37,생활방범,2,200,360도 전방면,30,202108,051-600-4171,35.11076,129.03049,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:47
3250000,202632500000800102,부산광역시 중구청,부산광역시 중구 영주동 220-16,부산광역시 중구 영주동 220-16,생활방범,2,200,360도 전방면,30,202108,051-600-4171,35.11069,129.02921,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:47
3250000,202632500000800100,부산광역시 중구청,부산광역시 중구 망양로344번길 4-3,부산광역시 중구 망양로344번길 4-3,생활방범,2,200,360도 전방면,30,202108,051-600-4171,35.10765,129.0307,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 15:39:47
